Name,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD),Volume (ESD),Width
before,73.89920629627527,25.104561495243914,51.82281320183668,9.425271098692333,7.217023822947295,-1.4041851145954947,3548.007103267259,13.39948519396584,1.0867339744339393,1.6737815845252646,95,75,14,57,81,76,29,72,86,83,31,1853.7933270584795,14.74773033010885,81.84715945192215,185.51613045589406,-1.529160678167834,2616.247354241017,27-01-2023 14:00:09,38.43281185976495,2.232818545998692,-4.665575644082745,17.620261955080736,10.369793727417665,44.06865860300541,89,51,5.221101264892698,1.653643258112171,39,26.459777818877228,8.357066378005298,4193.550552915897,69,14,77,14,7,16.767876825474502,17.201014572993927,32,165.67002257221958,2564.279774899697,47.349066854195144,138.76712947799004,31.38422028768663,12,7,98,1.8612430982902417,99,60,7,44,76,20,-4.236198491000751,21-01-2023 13:10:37,02-07-2023 03:54:04,238.01434172193427,3ef860cd-1bbf-4988-8b2b-ec33d2b33f0d,2978.6810599680457,365.71608748988336,92.9750217577028
relate,65.79349458029434,21.377226282362653,40.8074863293089,9.412254689189634,6.996978963444296,-1.4509152215824876,244.73287612061796,9.618303751081529,0.930909081388466,1.233090102430522,35,46,75,43,92,10,64,86,19,32,46,428.57559699772537,8.458485339555702,82.41004382460096,158.90801199811295,-0.8760614394335482,189.40339503989608,05-10-2023 19:12:27,38.73433644139081,5.418105345517231,-4.665575644082745,11.15494848887414,6.655372814799879,33.741201711415286,59,79,11.987162088828848,1.63059737723913,11,15.28581783710851,8.348739824587438,248.22875741427805,10,40,23,66,15,4.707598166284139,6.4116456817125345,47,148.62905232172,588.1760155493406,31.659610379835048,28.009903996680137,20.98950243443811,71,38,62,2.3243926047515933,80,56,40,70,25,29,-2.47429335458981,12-04-2023 12:29:50,23-03-2023 06:17:23,212.36847113344908,ad46da33-f0d6-4604-b9f1-4abb213348c0,204.2004436020965,69.90374305873692,71.36195125138174
base,65.9635444764338,22.11661614796138,39.61001137132618,9.412254689189634,7.227025862015613,-1.427550168088991,932.7410620908001,10.368375069914558,1.0867339744339393,1.563608714001579,47,10,40,70,50,84,35,77,76,69,47,653.7240825823638,9.96398449451814,85.3832279469557,171.56523832011464,-1.529160678167834,694.8680931509367,09-05-2023 01:53:07,40.32700474433766,2.367137868869956,-4.665575644082745,13.668542312292953,7.392200876270255,32.61850502248014,7,97,5.506417082769524,1.6421203176756505,83,19.63004599249635,8.348739824587438,867.7630699334111,27,92,15,6,69,9.396410565698572,10.606351962462167,66,148.9865551941081,900.3506113262804,35.49339355627083,60.15132347009869,23.477756424804962,45,90,29,1.995705858230634,99,31,72,65,30,14,-4.011526023941638,04-01-2023 03:08:33,11-06-2023 12:30:23,223.9888606695939,d76a0d98-9c82-4e77-80b6-0f3fb1af14d3,782.0711393463739,155.74761109045534,69.01239676280983
study,68.56582319008311,22.866134641855982,47.00405855164115,9.425271098692333,7.091998334593319,-1.4158676413422429,1642.7555597602918,11.12872133832064,1.0584021756983986,1.5212345330309307,70,82,97,70,86,53,84,7,47,85,96,1088.8857086087783,12.101971460145274,92.97495051180326,178.77871889773945,-1.2950307623951656,1216.5003513673028,28-11-2023 19:47:49,44.39372089652234,2.6869457804682026,-4.665575644082745,15.125426294523258,8.139122472829264,39.550818915001344,16,35,6.185740458666727,1.6478817878939107,3,22.147969276589297,8.357066378005298,1948.7358841543933,21,37,99,60,5,12.114055563369128,13.037612070458843,40,154.45743248368362,1503.7142286727712,40.71612590568519,85.210827737865,27.011371559053753,41,99,1,1.9658252449105469,19,57,76,67,12,39,-3.916927090443064,17-10-2023 07:47:40,21-06-2023 09:55:53,231.6598367686176,81626613-e1f1-4682-ad7d-5ff03d6be138,1378.4253399555141,222.67697552258613,83.52018803260623
dinner,68.76679124915701,72.13178267298223,117.11405323015943,9.425271098692333,7.157011588537387,-1.4158676413422429,16374.694359642894,61.106076061661135,1.0584021756983986,1.2500397748187813,42,4,47,23,81,1,4,71,23,13,38,27154.462862537803,38.247770393960415,93.81206060450508,151.29090768658946,-1.4921927967300441,12039.736396985678,15-07-2023 13:01:00,44.84214206919668,5.047128168063265,-4.665575644082745,24.954703633862493,57.234077143951325,105.28268108223409,4,93,11.19914697278809,1.6478817878939107,94,39.13584654094173,8.357066378005298,7598.283849916275,16,9,8,87,7,30.449411513318104,29.440791854882775,59,154.8799358783241,37644.357105266936,106.26602309982744,375.34019828930025,70.22453997163791,92,75,63,2.3243926047515933,91,85,93,16,89,35,-2.6871409549616008,11-10-2023 20:38:37,17-02-2023 14:06:35,198.15311443509327,544be35d-8f5c-48cf-983c-7126a6e447f9,13752.050970507575,997.5595975654751,221.0823571556805
exactly,67.36001483563966,20.62770778846805,48.562218737931914,9.425271098692333,6.921963670431911,-1.4041851145954947,366.56188655221706,8.857957482675443,0.8600795845496143,1.1737662490716145,88,59,40,19,55,43,33,64,90,38,7,614.1910285702147,9.732369239908534,94.51927430351178,175.58077700608084,-0.3092205907207721,278.90852773266886,05-07-2023 00:31:17,45.22098064611123,6.473471453791446,-4.665575644082745,11.79272602615951,5.908451218240867,41.011677257230204,43,98,14.22892922928962,1.653643258112171,20,16.388084682505422,8.357066378005298,715.8219115298629,78,77,54,30,91,5.897296834792279,7.475974141007217,57,151.9224121158407,845.5369396996452,34.84143782201558,34.879034384905225,23.09494811859468,65,47,64,2.3243926047515933,70,92,83,71,69,94,-1.8594002868490782,16-03-2023 14:34:56,06-03-2023 09:41:24,225.7230582365349,24429eaf-de6f-469a-a0a1-46c3f3fbfabc,306.5268642109876,88.2499372281366,86.57743965629014
themselves,66.88078331015572,17.639762441185518,37.17177922796378,9.425271098692333,6.971973865773501,-1.4158676413422429,319.8892948676158,5.8268473586241605,0.9946556285434323,1.3517378091483374,92,74,32,31,0,40,55,48,72,0,86,327.8758798155594,7.5943822742814024,95.25535386778408,179.53421973298566,-0.6912220322445994,244.61918649082023,04-07-2023 00:00:03,45.615282022083505,3.934196635701366,-4.665575644082745,11.567628071823496,2.9308583670934567,30.332532246214623,19,56,8.835101624665821,1.6478817878939107,99,15.999049325306515,8.357066378005298,398.7114673785525,89,83,78,9,44,5.4774031870835245,7.1003288024326245,57,150.91490402092876,448.55307549462117,29.31398703159061,32.35289668057781,19.56133298434589,4,7,28,2.14510892483107,88,74,34,22,11,1,-3.302034022702333,09-01-2023 13:26:26,02-10-2023 04:38:50,231.2167935945816,1da84b31-bb75-4b99-b6a9-980cda82859d,267.32569832524035,81.50308424923902,64.22836412945259
friend,66.23150188853234,19.13879942897472,36.731743249427964,9.412254689189634,7.207021783878977,-1.427550168088991,926.879280127246,7.347539895436331,1.0867339744339393,1.6737815845252646,73,17,72,46,60,50,61,43,29,12,57,529.146751402616,9.180055940454858,97.9687452027486,180.46565911890568,-1.529160678167834,690.5615690266308,06-04-2023 02:19:23,47.06878513351073,2.232818545998692,-4.665575644082745,13.649784149431618,4.42470156021148,29.919975029196284,8,66,5.221101264892698,1.6421203176756505,47,19.597626379396438,8.348739824587438,1039.6120495330472,48,79,88,47,63,9.36141942838951,10.575048184247617,87,149.54989305362875,727.6206997613716,33.55169930424975,59.92217058979253,22.182097542247075,22,58,76,1.8911237116103288,87,15,0,74,11,58,-4.236198491000751,11-07-2023 21:04:22,23-09-2023 14:45:34,235.26747404291092,fec764d8-9aa1-4e0a-8e45-2c785c2db0c4,777.147721150697,155.13558555025296,63.364973624615914
our,69.49336807811653,272.1519342598821,587.0075549653176,9.425271098692333,6.996978963444296,-1.4158676413422429,36076.79621655189,264.0157802303552,0.569678647510323,0.9279959994418541,72,69,12,86,28,12,42,22,64,0,15,1517406.1354652387,150.42972813622075,98.17080625960766,166.00764998412535,-0.8760614394335482,26514.443486716562,25-03-2023 16:55:07,47.17702472691488,75.36009561205383,-4.665575644082745,30.91354670281306,256.5612080743211,545.8329197602229,4,73,160.5551843975473,1.6478817878939107,1,49.4344769690129,8.357066378005298,105528.77953977414,48,74,92,62,5,41.564929465163765,38.67540642817488,26,156.4074481512551,2103919.4745799974,386.6353347310754,654.3120059782094,255.63627074495045,2,59,1,2.9817660977935114,98,21,93,80,9,88,38.62894325054062,14-11-2023 18:07:05,29-10-2023 10:12:46,215.7609160089249,f83b112b-5aad-49c4-adfd-3828a2d90a8b,30300.2077219013,1682.8824822254169,1143.0560308369168
key,64.0260062658751,40.034159603360706,89.18258914998424,9.412254689189634,7.03198610018341,-1.427550168088991,10788.009764332099,28.544760864649206,1.0442362763306283,1.3771623177307264,28,85,25,39,51,70,45,5,74,10,99,6990.8989376615755,23.789633538906934,103.15016801792021,157.30386638902854,-1.0609008466224972,7935.320344975567,03-11-2023 03:23:55,49.844357564374405,3.684746464654733,-4.665575644082745,22.566164229519245,25.247664448066086,79.09544265116863,5,27,8.305229391466003,1.6421203176756505,67,35.00774913955329,8.348739824587438,11344.22115928477,58,16,58,54,2,25.993873362630758,25.454777428896808,41,144.9131891329588,9687.018634498258,69.84153968600135,285.4467969577701,46.32846762628048,41,64,31,1.9658252449105469,32,26,86,36,57,43,-3.4439324229501938,22-03-2023 12:19:56,07-04-2023 13:55:52,206.83676064619928,80caa32c-d25d-4d57-8a38-a70f7375bba3,9059.692100614706,757.4707213660874,166.27829101260573
into,71.27631547400298,30.33093369591438,62.40531780039478,9.425271098692333,7.172014647139863,-1.4158676413422429,5226.102281018512,18.701359173662325,1.0725680750661688,1.5551338778074495,11,66,72,83,30,99,9,38,50,76,5,3182.694161889634,17.954710778549547,107.23468795299978,186.0128981283847,-1.529160678167834,3849.1074999782822,26-03-2023 08:33:22,52.032343631044114,2.4374956094215703,-4.665575644082745,19.139673146848825,15.578057833153476,53.990321510643064,12,22,5.655868225466908,1.6478817878939107,26,29.085766479969873,8.357066378005298,5973.863978253076,73,45,80,90,48,19.6021589475086,19.736620608372437,15,160.15581160114246,4406.837497923342,55.44890820477943,178.08321651337522,36.68464298905982,59,9,13,1.9359446315904596,44,32,13,99,95,72,-3.999701157254316,21-11-2023 16:29:53,06-12-2023 00:50:32,239.73588091247424,ee185ee5-b040-46ca-81d1-ca6710dca0bb,4388.143981582557,470.7221837446047,113.73885570188943
wait,71.41029418005226,17.639762441185518,38.54959680010053,9.425271098692333,6.97697488530766,-1.4158676413422429,517.4411987737831,5.8268473586241605,1.0867339744339393,1.4195364987013748,11,90,46,99,69,70,2,20,45,18,33,341.7372847108761,7.728006459633098,107.86973698884255,182.74251095115451,-0.7528351679742491,389.7562873356056,15-01-2023 13:48:56,52.37252521031431,3.3521462365925565,-4.665575644082745,12.417998121537323,2.9308583670934567,31.62430976179662,87,11,7.598733080532911,1.6478817878939107,89,17.4687384525024,8.357066378005298,650.2354852157183,19,69,46,88,80,7.06366807842771,8.519433414825533,10,160.4374805309028,467.7722963517355,29.98011571659054,42.42471137212944,19.782183930236435,11,81,19,1.9658252449105469,41,14,12,70,76,70,-3.6094805565726986,28-05-2023 11:31:42,26-09-2023 07:58:18,234.87506437447902,83b12e14-3960-4531-8a4b-87c9a5bcccb8,433.2531661719836,108.40306394480044,66.9317671855805
natural,65.1648252672939,20.62770778846805,38.2394075037556,9.425271098692333,7.242028920618091,-1.4158676413422429,1040.8392177128135,8.857957482675443,1.0867339744339393,1.6568319121370054,88,71,28,54,69,24,65,74,37,42,56,608.2537657651382,9.69673612381475,107.99963338253765,178.6545269796168,-1.529160678167834,774.2854645021102,14-08-2023 03:43:59,52.44210780607412,2.232818545998692,-4.665575644082745,13.931156592351634,5.908451218240867,31.333490739964024,3,92,5.221101264892698,1.6478817878939107,52,20.08392057589508,8.357066378005298,1153.9398226877233,85,44,10,9,32,9.886286488025453,11.04460485746586,17,147.30737503592155,837.30476078277,34.66427593770708,64.29244337848856,23.036054533023865,20,99,33,1.9060640182703725,28,40,29,89,16,67,-4.200723890938786,11-04-2023 16:02:33,06-04-2023 14:43:50,231.54591138100832,6fcca081-0513-40cb-8f8c-f016f758e012,872.8647631313578,166.8077869241125,66.32314764938417
himself,64.08268956458825,41.523067962854036,110.65057393887922,9.412254689189634,6.951969787636865,-1.427550168088991,14221.720954835813,30.055178451888324,1.0371533266467432,1.2754642834011705,64,96,16,36,71,53,48,0,71,6,40,10024.191573406759,27.014430545394518,124.59750591024617,159.6842114863796,-0.5556731336393703,10457.993513262089,21-03-2023 10:13:12,61.33321726427256,4.701735623537159,-4.665575644082745,24.49200228328291,26.731414106095475,99.22282425521067,95,55,10.465477726819111,1.6421203176756505,25,38.33616275114397,8.348739824587438,18781.389377064592,75,58,46,7,24,29.58629679302789,28.03212183522805,60,145.03235675708817,13892.762679269783,78.11854292089413,356.99159980192854,51.658337120439064,60,16,82,1.995705858230634,13,18,83,13,23,47,-2.876338821958749,02-02-2023 19:18:56,12-04-2023 23:57:59,210.01401312285765,33d37d83-16c3-45e2-bc5c-4a3558abf2af,11943.729115150007,908.874182382817,208.4004244944731
maintain,66.51491838209812,23.615653135750584,33.67313251337572,9.425271098692333,7.107001393195795,-1.4158676413422429,28.35184485673154,11.889067606726728,1.0867339744339393,1.1229172319068363,62,66,19,42,5,68,37,49,77,21,28,347.79726653062465,7.781456133773776,126.67584820936794,173.1900825822195,-1.3443212709788852,30.43294254371583,06-05-2023 00:10:08,62.44653879642958,7.8486454736639075,-4.665575644082745,8.997759759820681,8.88604406938828,27.052364209265566,96,83,17.150019745647594,1.6478817878939107,55,11.55756233061895,8.357066378005298,24.590273736027942,96,44,56,83,57,0.6836173757419015,2.811711187039343,1,150.1457311742756,476.174628572995,30.164364076271372,11.43451232120135,19.870524308592657,26,1,94,2.7576614978928573,5,45,0,0,18,65,-1.0671342187985209,20-08-2023 17:42:32,04-06-2023 00:11:07,223.40657535514654,f19eea8e-8681-4f7c-9280-976f953c7d09,22.45804629907162,25.633895650765357,57.363701918866006
fly,70.99805200759296,22.866134641855982,43.498198132486934,9.425271098692333,7.127005471332432,-1.4041851145954947,1198.799464029009,11.12872133832064,1.0796510247500541,1.5212345330309307,31,36,34,91,41,60,97,99,94,40,37,869.6160482031821,11.113152488542724,129.57686766855872,183.0529907464612,-1.4059344067085349,890.335432868652,19-02-2023 02:54:18,64.00055010173209,2.7061342551640974,-4.665575644082745,14.281308965763209,8.139122472829264,36.26388764498642,20,95,6.226499861220559,1.653643258112171,50,20.689086687093383,8.357066378005298,1193.142916735404,43,44,76,2,13,10.539454384461296,11.628942050804117,16,159.57080690087102,1199.6907864296666,38.129562394781196,70.10310570053757,25.37707455946369,36,71,69,2.0106461648906775,43,31,4,75,73,43,-3.916927090443064,22-09-2023 00:47:18,18-05-2023 13:54:19,234.33075418923474,566d7fc2-c596-490e-990b-62c030419471,1005.5384715262072,182.32700597924406,76.6413718793174
someone,64.3145757865966,48.98786701691243,141.25110870853396,9.425271098692333,6.9169626508977515,-1.4158676413422429,15103.795993670803,37.62781628723,0.9450749807562362,1.1398669042950957,21,13,48,75,55,71,65,20,48,47,55,14506.70811598755,30.755907735241998,132.00160035086742,164.51734696665338,-0.23528482784519245,11106.03492077426,07-04-2023 07:07:12,65.29942522258195,7.400914397426362,-4.665575644082745,24.867165540509603,34.17034946641968,127.91245892064966,36,78,16.19896701939151,1.6478817878939107,50,38.984555013142156,8.357066378005298,17544.858452310662,63,19,64,11,76,30.286119539209146,28.626893621304493,95,145.51986067398104,20107.89571074454,87.45851746163785,371.8756249799095,57.842163605374445,21,13,74,2.130168618171026,0,67,96,70,40,91,-1.3272812859195993,15-06-2023 09:00:54,13-09-2023 13:42:47,212.83683106028715,b6c51a58-4479-4d64-bb34-364c974ba037,12684.600120444016,945.7122910883312,268.44144943737683
second,69.46244991518209,29.58141520201978,54.188908299537474,9.412254689189634,7.021984061115091,-1.427550168088991,331.3049920949575,17.941012905256237,0.8529966348657292,1.105967559518577,11,59,6,71,72,31,57,46,29,17,20,1297.6307525656114,12.921533130302342,135.33560778904192,157.30386638902854,-0.9992877108928475,253.00605174971037,18-08-2023 05:33:55,67.0853785137505,8.469072822164506,-4.665575644082745,11.623902560407501,14.831136236594467,46.286999048612195,33,42,18.46790709488817,1.6421203176756505,52,16.096308164606242,8.348739824587438,178.96704103316355,9,2,67,81,69,5.582376599010713,7.194240137076273,43,156.34244762900272,1793.1449994303518,42.81372261589774,32.98033909093991,28.36592402718246,90,57,62,2.5634375113122907,2,85,51,12,69,78,-0.7005633514915459,24-03-2023 01:15:27,01-03-2023 08:50:49,207.15322005622502,53012fbe-4d2a-41dd-9595-33dd6aad75e6,276.91395182816586,83.17886846645982,97.61751496403765
color,68.69980189613237,26.593469854737247,61.95806811729281,9.425271098692333,6.941967748568547,-1.4158676413422429,869.0495992431067,14.909902781204957,0.8954943329690401,1.156816576683355,42,95,25,74,96,48,52,62,77,80,46,1178.6459021973385,12.467210900106576,140.38713421051844,164.90027204753156,-0.4940599979097209,648.0753562372582,09-04-2023 11:29:14,69.79136834885436,7.03633337820436,-4.665575644082745,13.50597156749472,11.853543385447058,53.571001060558864,7,57,15.424538370868698,1.6478817878939107,1,19.349076012297132,8.357066378005298,1175.4665216514052,63,50,98,71,92,9.09315404235336,10.335052551269404,55,154.73910141344393,1628.1692170223816,41.76492426079147,57.63064178673095,27.61503081115459,43,28,84,2.249691071451375,76,84,96,58,97,68,-1.5401288862913907,20-01-2023 23:02:18,11-08-2023 15:52:32,214.495078368822,d8b7fe79-fe93-4723-a1c1-f026896d9577,728.575511388304,149.01533014822922,112.86131125435054
able,53.40561729789244,37.04621425607817,80.16545844228305,9.412254689189634,7.071994256456682,-1.4392326948357395,9500.597428584535,25.513650740597917,1.065485125382284,1.4534358434778933,97,23,80,19,31,21,28,55,38,58,83,6053.238009129517,22.604832428788562,143.43248299603712,165.96625267808443,-1.221094999519586,6989.486413195466,19-10-2023 16:37:49,71.42269364944555,3.1410730149377133,-4.665575644082745,21.90337580841876,22.270071596918676,70.6414013188257,68,18,7.150379652440757,1.6363588474573905,84,33.8622561433565,8.348739824587438,9855.451576958429,10,93,8,73,78,24.7575198443772,24.348710598649394,81,122.58550973926546,8386.925850928157,67.13450609376758,262.68427751402504,44.370255906050936,27,33,48,1.9508849382505034,59,15,12,96,1,80,-3.7159043567585943,26-07-2023 02:36:34,15-01-2023 16:25:54,219.27994464841103,648f2be2-a5bb-43bf-a567-2b2dc5c7859a,7978.370864415849,696.6761843726518,148.58586263480527
